"","REGION","SEXO","Variable","Year","AnunalAverage"
"1011","8",1,"Ave.Schooling",1994,7.65198498467377
"1012","8",2,"Ave.Schooling",1994,7.4967096403418
"1013","8",1,"Employed.Numb",1994,424948.5
"1014","8",2,"Employed.Numb",1994,173565.25
"1015","8",1,"Employment.Share",1994,0.71955023158906
"1016","8",2,"Employment.Share",1994,0.28661917820264
"1017","8",1,"Pop",1994,590575
"1018","8",2,"Pop",1994,605506.5
"1019","8",1,"Unemployed.Numb",1994,30173.75
"1020","8",2,"Unemployed.Numb",1994,18662
"1021","8",1,"Unemployment.Share",1994,0.0510945067929215
"1022","8",2,"Unemployment.Share",1994,0.0308228107804598
"1023","8",1,"Working.Hours",1994,48.0847353613492
"1024","8",2,"Working.Hours",1994,41.8882375485437
"1025","9",1,"Ave.Age",1994,41.1500348913259
"1026","9",2,"Ave.Age",1994,41.4252643685483
"1027","9",1,"Ave.Schooling",1994,7.01947915865826
"1028","9",2,"Ave.Schooling",1994,6.731683279842
"1029","9",1,"Employed.Numb",1994,182961
"1030","9",2,"Employed.Numb",1994,48656.75
"1031","9",1,"Employment.Share",1994,0.740506502947264
"1032","9",2,"Employment.Share",1994,0.193319524595515
"1033","9",1,"Pop",1994,247078.75
"1034","9",2,"Pop",1994,251714.75
"1035","9",1,"Unemployed.Numb",1994,9108.5
"1036","9",2,"Unemployed.Numb",1994,3135.25
"1037","9",1,"Unemployment.Share",1994,0.0368701084238197
"1038","9",2,"Unemployment.Share",1994,0.012462014080125
"1039","9",1,"Working.Hours",1994,48.6394802554996
"1040","9",2,"Working.Hours",1994,45.7999159887659
"1041","1",1,"Ave.Age",1995,38.9447246525224
"1042","1",2,"Ave.Age",1995,39.3459203406222
"1043","1",1,"Ave.Schooling",1995,9.19489698318901
"1044","1",2,"Ave.Schooling",1995,8.76108812553645
"1045","1",1,"Employed.Numb",1995,98979.75
"1046","1",2,"Employed.Numb",1995,45960.75
"1047","1",1,"Employment.Share",1995,0.763962502634105
"1048","1",2,"Employment.Share",1995,0.372726645698932
"1049","1",1,"Pop",1995,129565
"1050","1",2,"Pop",1995,123281.25
"1051","1",1,"Unemployed.Numb",1995,4549.5
"1052","1",2,"Unemployed.Numb",1995,3690
"1053","1",1,"Unemployment.Share",1995,0.0351465116847062
"1054","1",2,"Unemployment.Share",1995,0.029956193002191
"1055","1",1,"Working.Hours",1995,48.6694216803281
"1056","1",2,"Working.Hours",1995,42.8279740932907
"1057","10",1,"Ave.Age",1995,39.7427856536544
"1058","10",2,"Ave.Age",1995,40.9503044516005
"1059","10",1,"Ave.Schooling",1995,7.08518149006551
"1060","10",2,"Ave.Schooling",1995,6.75236655722482
"1061","10",1,"Employed.Numb",1995,248408.75
"1062","10",2,"Employed.Numb",1995,84994.25
"1063","10",1,"Employment.Share",1995,0.763257289344944
"1064","10",2,"Employment.Share",1995,0.261702380928343
"1065","10",1,"Pop",1995,325470.75
"1066","10",2,"Pop",1995,324760.75
"1067","10",1,"Unemployed.Numb",1995,10637.5
"1068","10",2,"Unemployed.Numb",1995,3601
"1069","10",1,"Unemployment.Share",1995,0.0326808088378248
"1070","10",2,"Unemployment.Share",1995,0.0110947691393898
"1071","10",1,"Working.Hours",1995,47.2803551644656
"1072","10",2,"Working.Hours",1995,44.2209626536129
"1073","11",1,"Ave.Age",1995,39.8260667999798
"1074","11",2,"Ave.Age",1995,38.4350130263763
"1075","11",1,"Ave.Schooling",1995,7.30685391576819
"1076","11",2,"Ave.Schooling",1995,6.92395247577208
"1077","11",1,"Employed.Numb",1995,27266.75
"1078","11",2,"Employed.Numb",1995,9636.25
"1079","11",1,"Employment.Share",1995,0.859662266701656
"1080","11",2,"Employment.Share",1995,0.382108297110931
"1081","11",1,"Pop",1995,31719.25
"1082","11",2,"Pop",1995,25218.75
"1083","11",1,"Unemployed.Numb",1995,603.5
"1084","11",2,"Unemployed.Numb",1995,345.25
"1085","11",1,"Unemployment.Share",1995,0.0190083688318358
"1086","11",2,"Unemployment.Share",1995,0.0136850812320318
"1087","11",1,"Working.Hours",1995,46.5898191158378
"1088","11",2,"Working.Hours",1995,42.9957504046025
"1089","12",1,"Ave.Age",1995,40.2842348748892
"1090","12",2,"Ave.Age",1995,41.5070652437338
"1091","12",1,"Ave.Schooling",1995,8.36069570096842
"1092","12",2,"Ave.Schooling",1995,7.87410795877146
"1093","12",1,"Employed.Numb",1995,52273.5
"1094","12",2,"Employed.Numb",1995,17594
"1095","12",1,"Employment.Share",1995,0.758071662268648
"1096","12",2,"Employment.Share",1995,0.314850323396987
"1097","12",1,"Pop",1995,68958.25
"1098","12",2,"Pop",1995,55870.75
"1099","12",1,"Unemployed.Numb",1995,2569.5
"1100","12",2,"Unemployed.Numb",1995,749
"1101","12",1,"Unemployment.Share",1995,0.0371873764764381
"1102","12",2,"Unemployment.Share",1995,0.0134035339359087
"1103","12",1,"Working.Hours",1995,47.4229414219725
"1104","12",2,"Working.Hours",1995,45.5925028418054
"1105","13",1,"Ave.Age",1995,39.0821132624238
"1106","13",2,"Ave.Age",1995,40.5236704402178
"1107","13",1,"Ave.Schooling",1995,9.4622257000948
"1108","13",2,"Ave.Schooling",1995,9.01858616749907
"1109","13",1,"Employed.Numb",1995,1328293.5
"1110","13",2,"Employed.Numb",1995,790534.75
"1111","13",1,"Employment.Share",1995,0.743152216204992
"1112","13",2,"Employment.Share",1995,0.382116495193162
"1113","13",1,"Pop",1995,1787396
"1114","13",2,"Pop",1995,2068803
"1115","13",1,"Unemployed.Numb",1995,73252.25
"1116","13",2,"Unemployed.Numb",1995,44993.75
"1117","13",1,"Unemployment.Share",1995,0.0409948248253601
"1118","13",2,"Unemployment.Share",1995,0.0217673296261375
"1119","13",1,"Working.Hours",1995,47.504458585176
"1120","13",2,"Working.Hours",1995,45.9976916927684
"1121","2",1,"Ave.Age",1995,38.5544592501196
"1122","2",2,"Ave.Age",1995,39.5033254800125
"1123","2",1,"Ave.Schooling",1995,9.0295655367062
"1124","2",2,"Ave.Schooling",1995,8.51740923158399
"1125","2",1,"Employed.Numb",1995,103029
"1126","2",2,"Employed.Numb",1995,39473.5
"1127","2",1,"Employment.Share",1995,0.724096637589991
"1128","2",2,"Employment.Share",1995,0.278986205168911
"1129","2",1,"Pop",1995,142283.75
"1130","2",2,"Pop",1995,141479
"1131","2",1,"Unemployed.Numb",1995,4040
"1132","2",2,"Unemployed.Numb",1995,961.25
"1133","2",1,"Unemployment.Share",1995,0.0283997487216641
"1134","2",2,"Unemployment.Share",1995,0.00678996146539525
"1135","2",1,"Working.Hours",1995,48.4187060522375
"1136","2",2,"Working.Hours",1995,44.9656052201632
"1137","3",1,"Ave.Age",1995,39.9972414054599
"1138","3",2,"Ave.Age",1995,39.2856814534733
"1139","3",1,"Ave.Schooling",1995,8.21154547368804
"1140","3",2,"Ave.Schooling",1995,7.65666352390631
"1141","3",1,"Employed.Numb",1995,59307.75
"1142","3",2,"Employed.Numb",1995,21109
"1143","3",1,"Employment.Share",1995,0.783530533718654
"1144","3",2,"Employment.Share",1995,0.283055711532538
"1145","3",1,"Pop",1995,75689.25
"1146","3",2,"Pop",1995,74594
"1147","3",1,"Unemployed.Numb",1995,1622.75
"1148","3",2,"Unemployed.Numb",1995,801.25
"1149","3",1,"Unemployment.Share",1995,0.0214627983237925
"1150","3",2,"Unemployment.Share",1995,0.0107404140635983
"1151","3",1,"Working.Hours",1995,50.9237969626712
"1152","3",2,"Working.Hours",1995,45.2675474390291
"1153","4",1,"Ave.Age",1995,40.4110581343087
"1154","4",2,"Ave.Age",1995,40.7081997407579
"1155","4",1,"Ave.Schooling",1995,7.30069195212128
"1156","4",2,"Ave.Schooling",1995,7.45975609603129
"1157","4",1,"Employed.Numb",1995,118088
"1158","4",2,"Employed.Numb",1995,42416
"1159","4",1,"Employment.Share",1995,0.754652832649993
"1160","4",2,"Employment.Share",1995,0.25465086433098
"1161","4",1,"Pop",1995,156477.25
"1162","4",2,"Pop",1995,166558
"1163","4",1,"Unemployed.Numb",1995,6090.75
"1164","4",2,"Unemployed.Numb",1995,2465.5
"1165","4",1,"Unemployment.Share",1995,0.0389531090289671
"1166","4",2,"Unemployment.Share",1995,0.0148140830639948
"1167","4",1,"Working.Hours",1995,48.5589634731125
"1168","4",2,"Working.Hours",1995,44.5380007362259
"1169","5",1,"Ave.Age",1995,41.103893437386
"1170","5",2,"Ave.Age",1995,42.2050482599222
"1171","5",1,"Ave.Schooling",1995,8.59504182257753
"1172","5",2,"Ave.Schooling",1995,8.39830661204145
"1173","5",1,"Employed.Numb",1995,334025.5
"1174","5",2,"Employed.Numb",1995,160196.5
"1175","5",1,"Employment.Share",1995,0.680121842737449
"1176","5",2,"Employment.Share",1995,0.297245396526142
"1177","5",1,"Pop",1995,491147.75
"1178","5",2,"Pop",1995,538971.25
"1179","5",1,"Unemployed.Numb",1995,24725.5
"1180","5",2,"Unemployed.Numb",1995,14013.5
"1181","5",1,"Unemployment.Share",1995,0.0503535393400616
"1182","5",2,"Unemployment.Share",1995,0.0260136206773087
"1183","5",1,"Working.Hours",1995,48.8191583550952
"1184","5",2,"Working.Hours",1995,44.037438878326
"1185","6",1,"Ave.Age",1995,40.3222372054667
"1186","6",2,"Ave.Age",1995,39.9625160833901
"1187","6",1,"Ave.Schooling",1995,7.07549657135995
"1188","6",2,"Ave.Schooling",1995,7.16381029048704
"1189","6",1,"Employed.Numb",1995,173257.5
"1190","6",2,"Employed.Numb",1995,58324
"1191","6",1,"Employment.Share",1995,0.74311928884095
"1192","6",2,"Employment.Share",1995,0.259926724687456
"1193","6",1,"Pop",1995,233147.5
"1194","6",2,"Pop",1995,224371.25
"1195","6",1,"Unemployed.Numb",1995,9354.5
"1196","6",2,"Unemployed.Numb",1995,1752.25
"1197","6",1,"Unemployment.Share",1995,0.0401240651043733
"1198","6",2,"Unemployment.Share",1995,0.00780806178922535
"1199","6",1,"Working.Hours",1995,48.2443529796698
"1200","6",2,"Working.Hours",1995,45.1603888153773
"1201","7",1,"Ave.Age",1995,39.8941135808307
"1202","7",2,"Ave.Age",1995,40.0456732747745
"1203","7",1,"Ave.Schooling",1995,6.8502832687849
"1204","7",2,"Ave.Schooling",1995,7.13099646772993
"1205","7",1,"Employed.Numb",1995,218862
"1206","7",2,"Employed.Numb",1995,85000.75
"1207","7",1,"Employment.Share",1995,0.77998663264921
"1208","7",2,"Employment.Share",1995,0.312437575997949
"1209","7",1,"Pop",1995,280602.25
"1210","7",2,"Pop",1995,272042.5
"1211","7",1,"Unemployed.Numb",1995,11667.5
"1212","7",2,"Unemployed.Numb",1995,4450.75
"1213","7",1,"Unemployment.Share",1995,0.0415801238837129
"1214","7",2,"Unemployment.Share",1995,0.0163570635799094
"1215","7",1,"Working.Hours",1995,47.999016973915
"1216","7",2,"Working.Hours",1995,42.648201316385
"1217","8",1,"Ave.Age",1995,39.5571598171759
"1218","8",2,"Ave.Age",1995,40.1046025010717
"1219","8",1,"Ave.Schooling",1995,7.72660003394571
"1220","8",2,"Ave.Schooling",1995,7.61621788615092
"1221","8",1,"Employed.Numb",1995,427281
"1222","8",2,"Employed.Numb",1995,171720.5
"1223","8",1,"Employment.Share",1995,0.715070700476454
"1224","8",2,"Employment.Share",1995,0.280617255010895
"1225","8",1,"Pop",1995,597550
"1226","8",2,"Pop",1995,611993.75
"1227","8",1,"Unemployed.Numb",1995,26132.25
"1228","8",2,"Unemployed.Numb",1995,18078.5
"1229","8",1,"Unemployment.Share",1995,0.0437403864836058
"1230","8",2,"Unemployment.Share",1995,0.0295410211621496
"1231","8",1,"Working.Hours",1995,48.2863519913446
"1232","8",2,"Working.Hours",1995,42.7613232347673
"1233","9",1,"Ave.Age",1995,40.8956442283883
"1234","9",2,"Ave.Age",1995,42.183662317869
"1235","9",1,"Ave.Schooling",1995,7.14113699231178
"1236","9",2,"Ave.Schooling",1995,6.78755977746411
"1237","9",1,"Employed.Numb",1995,180056.5
"1238","9",2,"Employed.Numb",1995,48793.25
"1239","9",1,"Employment.Share",1995,0.726877163773059
"1240","9",2,"Employment.Share",1995,0.193230845510766
"1241","9",1,"Pop",1995,247723.25
"1242","9",2,"Pop",1995,252523.75
"1243","9",1,"Unemployed.Numb",1995,7950.5
"1244","9",2,"Unemployed.Numb",1995,2265.5
"1245","9",1,"Unemployment.Share",1995,0.0320664123288249
"1246","9",2,"Unemployment.Share",1995,0.00897222326388846
"1247","9",1,"Working.Hours",1995,48.1812703092445
"1248","9",2,"Working.Hours",1995,45.1378709053318
"1249","1",1,"Ave.Age",1996,39.2454572473297
"1250","1",2,"Ave.Age",1996,39.6015849906451
"1251","1",1,"Ave.Schooling",1996,10.1277782651877
"1252","1",2,"Ave.Schooling",1996,9.82012479626185
"1253","1",1,"Employed.Numb",1996,98213.5
"1254","1",2,"Employed.Numb",1996,44690.5
"1255","1",1,"Employment.Share",1996,0.748456329717174
"1256","1",2,"Employment.Share",1996,0.355801550313755
"1257","1",1,"Pop",1996,131225.5
"1258","1",2,"Pop",1996,125645
"1259","1",1,"Unemployed.Numb",1996,3552.25
"1260","1",2,"Unemployed.Numb",1996,4201.25
"1261","1",1,"Unemployment.Share",1996,0.0270884487443385
"1262","1",2,"Unemployment.Share",1996,0.0334837126673894
"1263","1",1,"Working.Hours",1996,49.8042795455762
"1264","1",2,"Working.Hours",1996,44.1319576579587
"1265","10",1,"Ave.Age",1996,40.2466448775224
"1266","10",2,"Ave.Age",1996,40.9299957944656
"1267","10",1,"Ave.Schooling",1996,7.59917357403441
"1268","10",2,"Ave.Schooling",1996,7.32751666110884
"1269","10",1,"Employed.Numb",1996,271602
"1270","10",2,"Employed.Numb",1996,87668
"1271","10",1,"Employment.Share",1996,0.780461118693839
"1272","10",2,"Employment.Share",1996,0.2540702516255
"1273","10",1,"Pop",1996,348008
"1274","10",2,"Pop",1996,344992.5
"1275","10",1,"Unemployed.Numb",1996,9487
"1276","10",2,"Unemployed.Numb",1996,3381.5
"1277","10",1,"Unemployment.Share",1996,0.0272549609746781
"1278","10",2,"Unemployment.Share",1996,0.00981108302220287
"1279","10",1,"Working.Hours",1996,47.6903829416102
"1280","10",2,"Working.Hours",1996,44.9404532288
"1281","11",1,"Ave.Age",1996,40.4023359197085
"1282","11",2,"Ave.Age",1996,39.362864526979
"1283","11",1,"Ave.Schooling",1996,7.87081555088845
"1284","11",2,"Ave.Schooling",1996,7.87251875865934
"1285","11",1,"Employed.Numb",1996,26306.25
"1286","11",2,"Employed.Numb",1996,9442.25
"1287","11",1,"Employment.Share",1996,0.827709025507022
"1288","11",2,"Employment.Share",1996,0.339636744349946
"1289","11",1,"Pop",1996,31781.25
"1290","11",2,"Pop",1996,27793.25
"1291","11",1,"Unemployed.Numb",1996,270
"1292","11",2,"Unemployed.Numb",1996,185
"1293","11",1,"Unemployment.Share",1996,0.00849905600448834
"1294","11",2,"Unemployment.Share",1996,0.0066693307490308
"1295","11",1,"Working.Hours",1996,47.1238328678713
"1296","11",2,"Working.Hours",1996,44.0189953113236
"1297","12",1,"Ave.Age",1996,41.0403896681944
"1298","12",2,"Ave.Age",1996,40.5208149153365
"1299","12",1,"Ave.Schooling",1996,9.37129085748187
"1300","12",2,"Ave.Schooling",1996,9.20179634007075
"1301","12",1,"Employed.Numb",1996,45031
"1302","12",2,"Employed.Numb",1996,15105.75
"1303","12",1,"Employment.Share",1996,0.766532165782237
"1304","12",2,"Employment.Share",1996,0.299386052481744
"1305","12",1,"Pop",1996,58746
"1306","12",2,"Pop",1996,50447.25
"1307","12",1,"Unemployed.Numb",1996,1626.25
"1308","12",2,"Unemployed.Numb",1996,593.25
"1309","12",1,"Unemployment.Share",1996,0.0276819180587413
"1310","12",2,"Unemployment.Share",1996,0.0117892976173853
"1311","12",1,"Working.Hours",1996,47.9747747934105
"1312","12",2,"Working.Hours",1996,46.3100457845293
"1313","13",1,"Ave.Age",1996,38.8879125845894
"1314","13",2,"Ave.Age",1996,40.1885273966001
"1315","13",1,"Ave.Schooling",1996,10.3638984239787
"1316","13",2,"Ave.Schooling",1996,9.90029598408124
"1317","13",1,"Employed.Numb",1996,1394691.5
"1318","13",2,"Employed.Numb",1996,799946
"1319","13",1,"Employment.Share",1996,0.735156918382093
"1320","13",2,"Employment.Share",1996,0.381513637827283
"1321","13",1,"Pop",1996,1897146
"1322","13",2,"Pop",1996,2096708.5
"1323","13",1,"Unemployed.Numb",1996,91759.75
"1324","13",2,"Unemployed.Numb",1996,71438.25
"1325","13",1,"Unemployment.Share",1996,0.0483705313095687
"1326","13",2,"Unemployment.Share",1996,0.0340696954874698
"1327","13",1,"Working.Hours",1996,47.0944270185995
"1328","13",2,"Working.Hours",1996,44.9144352431635
"1329","2",1,"Ave.Age",1996,38.1732647876922
"1330","2",2,"Ave.Age",1996,38.6454059001946
"1331","2",1,"Ave.Schooling",1996,10.0852290310085
"1332","2",2,"Ave.Schooling",1996,9.69958297144077
"1333","2",1,"Employed.Numb",1996,113572.5
"1334","2",2,"Employed.Numb",1996,41482
"1335","2",1,"Employment.Share",1996,0.738131220296845
"1336","2",2,"Employment.Share",1996,0.277702409540958
"1337","2",1,"Pop",1996,153831
"1338","2",2,"Pop",1996,149341.75
"1339","2",1,"Unemployed.Numb",1996,5025
"1340","2",2,"Unemployed.Numb",1996,1320.5
"1341","2",1,"Unemployment.Share",1996,0.0327225464328113
"1342","2",2,"Unemployment.Share",1996,0.00885376363416587
"1343","2",1,"Working.Hours",1996,47.8627555148001
"1344","2",2,"Working.Hours",1996,45.4893593689162
"1345","3",1,"Ave.Age",1996,38.6935803048268
"1346","3",2,"Ave.Age",1996,38.4936282264608
"1347","3",1,"Ave.Schooling",1996,9.0754636393396
"1348","3",2,"Ave.Schooling",1996,8.90964023591646
"1349","3",1,"Employed.Numb",1996,67370.5
"1350","3",2,"Employed.Numb",1996,23487.75
"1351","3",1,"Employment.Share",1996,0.758742652742314
"1352","3",2,"Employment.Share",1996,0.282268747861115
"1353","3",1,"Pop",1996,88775
"1354","3",2,"Pop",1996,83163.25
"1355","3",1,"Unemployed.Numb",1996,3830.75
"1356","3",2,"Unemployed.Numb",1996,1619.75
"1357","3",1,"Unemployment.Share",1996,0.0432938493294928
"1358","3",2,"Unemployment.Share",1996,0.0195160755630247
"1359","3",1,"Working.Hours",1996,52.3795923741922
"1360","3",2,"Working.Hours",1996,46.416831931447
"1361","4",1,"Ave.Age",1996,39.5800968847551
"1362","4",2,"Ave.Age",1996,39.9204740720006
"1363","4",1,"Ave.Schooling",1996,8.24378581316083
"1364","4",2,"Ave.Schooling",1996,8.35972956401224
"1365","4",1,"Employed.Numb",1996,134841.25
"1366","4",2,"Employed.Numb",1996,47291.25
"1367","4",1,"Employment.Share",1996,0.746109843470478
"1368","4",2,"Employment.Share",1996,0.252650846378416
"1369","4",1,"Pop",1996,180704
"1370","4",2,"Pop",1996,187140
"1371","4",1,"Unemployed.Numb",1996,8274.25
"1372","4",2,"Unemployed.Numb",1996,3873.5
"1373","4",1,"Unemployment.Share",1996,0.0458741077788397
"1374","4",2,"Unemployment.Share",1996,0.0207735897788746
"1375","4",1,"Working.Hours",1996,49.9918255966002
"1376","4",2,"Working.Hours",1996,45.9360962357799
"1377","5",1,"Ave.Age",1996,40.8837905416949
"1378","5",2,"Ave.Age",1996,42.2584697956788
"1379","5",1,"Ave.Schooling",1996,9.40481514250783
"1380","5",2,"Ave.Schooling",1996,9.22612923359142
"1381","5",1,"Employed.Numb",1996,341256.25
"1382","5",2,"Employed.Numb",1996,164954.5
"1383","5",1,"Employment.Share",1996,0.679957845280871
"1384","5",2,"Employment.Share",1996,0.304804021899339
"1385","5",1,"Pop",1996,501886.25
"1386","5",2,"Pop",1996,541174.25
"1387","5",1,"Unemployed.Numb",1996,26088.5
"1388","5",2,"Unemployed.Numb",1996,15340.25
"1389","5",1,"Unemployment.Share",1996,0.051987313551422
"1390","5",2,"Unemployment.Share",1996,0.0283762898712715
"1391","5",1,"Working.Hours",1996,48.4820550668081
"1392","5",2,"Working.Hours",1996,44.9568291802566
"1393","6",1,"Ave.Age",1996,39.8397042958139
"1394","6",2,"Ave.Age",1996,40.6639544765487
"1395","6",1,"Ave.Schooling",1996,7.95759845700068
"1396","6",2,"Ave.Schooling",1996,8.01986523580361
"1397","6",1,"Employed.Numb",1996,191068.5
"1398","6",2,"Employed.Numb",1996,61132.75
"1399","6",1,"Employment.Share",1996,0.729324347694091
"1400","6",2,"Employment.Share",1996,0.240725670663175
"1401","6",1,"Pop",1996,261990.5
"1402","6",2,"Pop",1996,253954
"1403","6",1,"Unemployed.Numb",1996,10516.75
"1404","6",2,"Unemployed.Numb",1996,4178
"1405","6",1,"Unemployment.Share",1996,0.0401217187683816
"1406","6",2,"Unemployment.Share",1996,0.0164504092157625
"1407","6",1,"Working.Hours",1996,48.4894673427343
"1408","6",2,"Working.Hours",1996,45.5945335234823
"1409","7",1,"Ave.Age",1996,39.362096015669
"1410","7",2,"Ave.Age",1996,39.5897482686352
"1411","7",1,"Ave.Schooling",1996,7.34010156914973
"1412","7",2,"Ave.Schooling",1996,7.8016692548462
"1413","7",1,"Employed.Numb",1996,229348.5
"1414","7",2,"Employed.Numb",1996,89395
"1415","7",1,"Employment.Share",1996,0.762262327589149
"1416","7",2,"Employment.Share",1996,0.29951984692585
"1417","7",1,"Pop",1996,300878
"1418","7",2,"Pop",1996,298465.25
"1419","7",1,"Unemployed.Numb",1996,12474
"1420","7",2,"Unemployed.Numb",1996,6567.75
"1421","7",1,"Unemployment.Share",1996,0.041463710215967
"1422","7",2,"Unemployment.Share",1996,0.0220323398311061
"1423","7",1,"Working.Hours",1996,48.9224767207719
"1424","7",2,"Working.Hours",1996,46.8958352747495
"1425","8",1,"Ave.Age",1996,39.6102019140003
"1426","8",2,"Ave.Age",1996,40.0588401021412
"1427","8",1,"Ave.Schooling",1996,8.72802237575521
"1428","8",2,"Ave.Schooling",1996,8.66830295290377
"1429","8",1,"Employed.Numb",1996,428631
"1430","8",2,"Employed.Numb",1996,182699.5
"1431","8",1,"Employment.Share",1996,0.68914064450879
"1432","8",2,"Employment.Share",1996,0.285889141993803
"1433","8",1,"Pop",1996,621998.25
"1434","8",2,"Pop",1996,638980.5
"1435","8",1,"Unemployed.Numb",1996,27159.75
"1436","8",2,"Unemployed.Numb",1996,21900
"1437","8",1,"Unemployment.Share",1996,0.0436855696515133
"1438","8",2,"Unemployment.Share",1996,0.0342973708854334
"1439","8",1,"Working.Hours",1996,48.5939728171925
"1440","8",2,"Working.Hours",1996,42.7869053695942
"1441","9",1,"Ave.Age",1996,40.7611081207349
"1442","9",2,"Ave.Age",1996,41.4255997102213
"1443","9",1,"Ave.Schooling",1996,7.93728409162185
"1444","9",2,"Ave.Schooling",1996,7.76536323433059
"1445","9",1,"Employed.Numb",1996,202841.75
"1446","9",2,"Employed.Numb",1996,58580.25
"1447","9",1,"Employment.Share",1996,0.723281569927422
"1448","9",2,"Employment.Share",1996,0.206081158935068
"1449","9",1,"Pop",1996,280454.75
"1450","9",2,"Pop",1996,284269
"1451","9",1,"Unemployed.Numb",1996,9193
"1452","9",2,"Unemployed.Numb",1996,4094.75
"1453","9",1,"Unemployment.Share",1996,0.0327810981192384
"1454","9",2,"Unemployment.Share",1996,0.0144119526957065
"1455","9",1,"Working.Hours",1996,48.2204612580713
"1456","9",2,"Working.Hours",1996,45.1110285706321
"1457","1",1,"Ave.Age",1997,39.3933323649442
"1458","1",2,"Ave.Age",1997,39.7445979600178
"1459","1",1,"Ave.Schooling",1997,10.2224400349064
"1460","1",2,"Ave.Schooling",1997,9.93255112749816
"1461","1",1,"Employed.Numb",1997,99979.75
"1462","1",2,"Employed.Numb",1997,45835.75
"1463","1",1,"Employment.Share",1997,0.748333182878806
"1464","1",2,"Employment.Share",1997,0.356280726568479
"1465","1",1,"Pop",1997,133606.5
"1466","1",2,"Pop",1997,128592.75
"1467","1",1,"Unemployed.Numb",1997,3670
"1468","1",2,"Unemployed.Numb",1997,3970
"1469","1",1,"Unemployment.Share",1997,0.0274518572964416
"1470","1",2,"Unemployment.Share",1997,0.0308991819354256
"1471","1",1,"Working.Hours",1997,48.7384391564725
"1472","1",2,"Working.Hours",1997,44.1821289687466
"1473","10",1,"Ave.Age",1997,40.8213119324803
"1474","10",2,"Ave.Age",1997,41.516385997216
"1475","10",1,"Ave.Schooling",1997,7.68462527141793
"1476","10",2,"Ave.Schooling",1997,7.39882448988745
"1477","10",1,"Employed.Numb",1997,272279.75
"1478","10",2,"Employed.Numb",1997,94015.5
"1479","10",1,"Employment.Share",1997,0.767411498289776
"1480","10",2,"Employment.Share",1997,0.268174297042797
"1481","10",1,"Pop",1997,354808.25
"1482","10",2,"Pop",1997,350527.25
"1483","10",1,"Unemployed.Numb",1997,9118.25
"1484","10",2,"Unemployed.Numb",1997,3738.5
"1485","10",1,"Unemployment.Share",1997,0.0256983968030043
"1486","10",2,"Unemployment.Share",1997,0.0106667998485478
"1487","10",1,"Working.Hours",1997,47.2263920330874
"1488","10",2,"Working.Hours",1997,44.3179554412343
"1489","11",1,"Ave.Age",1997,41.2060331627473
"1490","11",2,"Ave.Age",1997,39.7961930765267
"1491","11",1,"Ave.Schooling",1997,7.99493769872927
"1492","11",2,"Ave.Schooling",1997,7.82392144514907
"1493","11",1,"Employed.Numb",1997,27192
"1494","11",2,"Employed.Numb",1997,9737.5
"1495","11",1,"Employment.Share",1997,0.843521230475808
"1496","11",2,"Employment.Share",1997,0.344598849550457
"1497","11",1,"Pop",1997,32236.5
"1498","11",2,"Pop",1997,28256
"1499","11",1,"Unemployed.Numb",1997,285.75
"1500","11",2,"Unemployed.Numb",1997,188.5
"1501","11",1,"Unemployment.Share",1997,0.00885872862799286
"1502","11",2,"Unemployment.Share",1997,0.00666983803788842
"1503","11",1,"Working.Hours",1997,46.988358030205
"1504","11",2,"Working.Hours",1997,43.9627519890338
"1505","12",1,"Ave.Age",1997,41.7763202981225
"1506","12",2,"Ave.Age",1997,41.3166614762896
"1507","12",1,"Ave.Schooling",1997,9.50305580279477
"1508","12",2,"Ave.Schooling",1997,9.26072078632843
"1509","12",1,"Employed.Numb",1997,44073.5
"1510","12",2,"Employed.Numb",1997,16373
"1511","12",1,"Employment.Share",1997,0.745412107092549
"1512","12",2,"Employment.Share",1997,0.316939058268944
"1513","12",1,"Pop",1997,59128.75
"1514","12",2,"Pop",1997,51656
"1515","12",1,"Unemployed.Numb",1997,1639.25
"1516","12",2,"Unemployed.Numb",1997,822.75
"1517","12",1,"Unemployment.Share",1997,0.0277083495213569
"1518","12",2,"Unemployment.Share",1997,0.0159148623830229
"1519","12",1,"Working.Hours",1997,47.7672002304537
"1520","12",2,"Working.Hours",1997,45.6247850899655
"1521","13",1,"Ave.Age",1997,39.0694701025593
"1522","13",2,"Ave.Age",1997,40.5387128008653
"1523","13",1,"Ave.Schooling",1997,10.3429139744059
"1524","13",2,"Ave.Schooling",1997,9.83424018313121
"1525","13",1,"Employed.Numb",1997,1420522.75
"1526","13",2,"Employed.Numb",1997,826882.25
"1527","13",1,"Employment.Share",1997,0.735542485845145
"1528","13",2,"Employment.Share",1997,0.386911523419996
"1529","13",1,"Pop",1997,1931232.5
"1530","13",2,"Pop",1997,2136809
"1531","13",1,"Unemployed.Numb",1997,92924.25
"1532","13",2,"Unemployed.Numb",1997,78413.75
"1533","13",1,"Unemployment.Share",1997,0.0481198792799335
"1534","13",2,"Unemployment.Share",1997,0.0367073348039492
"1535","13",1,"Working.Hours",1997,46.7983103962491
"1536","13",2,"Working.Hours",1997,44.5036552617501
"1537","2",1,"Ave.Age",1997,38.0972453913091
"1538","2",2,"Ave.Age",1997,39.1902426855529
"1539","2",1,"Ave.Schooling",1997,10.2327931200206
